chunk_id,doc_id,source_filename,title,chunk_index,chunk_text,word_count
DOC01_CH023,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,23,"3.7. The duties and functions of Sheristedars of Magistrates’

(7) to handover all matters ordered to be put on the dormant file
and all decided matters forthwith fo r safe custody to the Record
Keepers; (8) to be responsible for safe custody of such property till the conclusion of the matter when it may be handed for safe custody till
disposal to the Record Keeper. Strong boxed or chest with good locks shall, for this purpose, be supplied to such Sheristedars,
Nazir and Record Keepers; (9) to be responsible for prompt payment of travelling expenses
and the daily payment of subsist ence allowance to complainants
and witnesses according to the prescribed scale, except where
otherwise specially ordered by the Magistrate;
(10) to examine all documents pr oduced or offered in evidence
and bring to notice any apparent suffi ciently of the Court fee or
other stamps for the or ders of the Magistrate;
(11) to prepare the warrant for ex ecution of sentence, including a
warrant, if so ordered, for the le vy of any fine inflicted, for the
signature of Magistrate and shall promptly prepare communication
of receivers of fine on behalf of the prisoners to t he Superintendent
of Prison. (12) to be responsible for proper paging of records of all proceedings for the numbering of every tenth lines of all
depositions and judgments exceeding fifty lines in length for ready
reference on appeal or revision.",238
DOC01_CH024,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,24,"3.8. Record Keepers – There shall be common Record Room for the
Civil and Criminal Cour ts in a District headed by a Record Keeper and
assist by the staff who shall take charge of the files entrusted to his
custody and the records of all matters ordered to be put on the dormant file and all matters which have been finally determined and shall date and
punch second holes in all Court-fee stam ps therein but not so as to render
it impossible or difficult to ascertain the value or nature of the stamps. He

shall maintain a separate dormant file and arrange the other records
according to the dates of decision in annual bundles keeping sessions
cases, summary cases or other magist erial cases, Chapter VIII (B) cases,
criminal appeals and misce llaneous criminal app lications including the
revision applications in separate bundles . He shall similarly arrange the
periodical returns and such other corre spondence files as may be ordered.
He shall keep a list of all records in their charge including the official
gazette in Form No.1 of Appendix ‘B ’ of General Record Register.",189
DOC01_CH025,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,25,"3.9. Library – There shall be common Libr ary for Civil and Criminal
Courts maned by Librarian and assisted by necessary staff in maintaining
the Library.",26
DOC01_CH026,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,26,"3.10. Duty of Librarian – The Librarian shall keep catalogue of all law
reports, acts, collection of rules and or ders, text books, gazettes and other
publication. Books and publications s hould be stamped with the Court seal
immediately upon receipt and should be entered in the catalogue and
arrange systematically in the library as far as possible in the following
manner :- PLD, CLC, MLD, P,Cr.L.J, General Rules and Orders, Local Rules and Orders, Sindh Civil Court Rules and Si ndh Criminal Court Rules, Civil
Services Laws and Miscellaneous collections. Dictionaries, Digests English and Indian Text Books and other
Books of reference, Pakistan Law Commission Report and Gazette sub-divided into Federal Government Ga zette and Sindh Government Gazette.
A separate class of old editions of all the publications may be
preserved. The law Reports, Acts, Gazettes should be bound periodically, the latest edition of Pakistan Code, Sindh Code, the General and Local Rules
and Orders. Sindh Civil Court Rules, Si ndh Criminal Court Rules, Civil
Account Rules and Civil Services Laws and Rules shall be kept up-to-date
by pasting in the correction slip s issued from time to time.",190
DOC01_CH027,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,27,"3.11. Book Slips – (i) Every Court shall use book slip in the following
form, while giving books to Judges:-

LIBRARY BOOK SLIP
Name
Date _____________
Books
(1) ___________________
(2) ___________________ (3) ___________________
And so on
Signature of Requisitioning Officer

(ii) The above book slip shall be returned by the Officer of the library to
the recipients only after receiving books from them.",63
DOC01_CH028,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,28,"3.12. Accession – The Officer in charge of the library shall ---
(a) Stamp the Court Seal on the title page of each book;
(b) fix a number label on the ba ck of each book giving its serial
number in the register prescribed in Form No.2 of Appendix ‘B’.
(c) check the register with the books every year in January and
report to the Judge whether the boo ks are complete and in good condition
(d) paste correction slips and amendments to (1) Pakistan
Code, (2) Sindh Code, (3) Criminal C ourt Rules and (4) Civil Court Rules.
(e) The Officer taking charge of th e library shall report to the
Judge that he has checked the books wit h the register. If any books are
missing or damaged, he shall prepare a lis t thereof and submit it to the
Judge for his orders. (f) Every Judge on taking charge shall certify to the Sessions
Judge that he has checked the books in his Court with the register and
make a report in regard to all books missing or damaged.",182
DOC01_CH029,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,29,"3.13. Nazarat – The Nazirs or where there are no Nazir the Accountant
shall keep the account of the Sessions Courts in the same forms and as
part of the accounts of the Distric t Courts. The Sheristedars of the
Magistrates’ Courts shall keep the contingent and other accounts

according to the Contingent Circula r of the Accountant General Sindh,
Karachi and other rules in force pe rtaining to the financial matters.",72
DOC01_CH030,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,30,"3.14 Record not to be removed – No member the establishment shall
remove any official paper or record whatever from the office or Court
without the special sanction of the Judge or Magistrate.",33
DOC01_CH031,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,31,"3.15. Members’ behaviour – The members of t he establishment shall
specially be enjoined to show cour teous behaviour towards all persons
having business with the offices and should be required to attend with strict punctuality at the hours prescr ibed for their offices and to come
neatly dressed and orderly shall be pr ovided with the customary and with
cap for appearance before the Judges a nd Magistrates in Chambers or in
Court. Smoking and spitting should promptly be checked. Peon shall
regularly be supplied with uniform prescribed and they should be
instructed to show customary marks of respect to all gentlemen of the rank
and superior officers of the court.",112
DOC01_CH033,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,33,"4.1 Production of a person arrested, before a Magistrate – A
person arrested or detained in cust ody shall be produced before a
Magistrate within 24 hours excluding the time necessary for the journey
from the place of arrest to the Court of the nearest Magistrate.",46
DOC01_CH034,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,34,"4.2 Action of the Magistrate before whom a person arrested is
produced – The Magistrate shall check the time of arrest by questioning
the arrested person and if he finds that a person has been detained
unlawfully, he shall report the matter to the Sessions Judge, who shall
make an appropriate order in the matter 4.3 When an investigation is not completed within 24 hours – The
Magistrate, before whom the person a rrested is produced for the remand,
shall not grant the custody to Polic e for a longer period than 15 days
altogether. The Magistrate shall adopt one of the following courses:-
(a) Discharge the accused at onc e, on the ground that there is
no cause shown for further detention, or
(b) To remand him to police cust ody for a term not exceeding 15
days, which term, if less than 15 days, may subsequently be extended upto the limit of 15 days in all, or
If no reason is given for rem and to police custody the person
be sent to judicial custody and direct the police to complete the investigation in terms of Section 344, Cr.P.C.
If he has no jurisdiction to try the accused, he must send the
accused to the Magistrate having jurisdiction in the matter.",213
DOC01_CH035,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,35,"4.4 Opinion to be formed on the basis of material produced – The
Magistrate shall satisfy himself before making an order to remand in police
custody under Section 167 of the Code, that (1 ) there are grounds for
believing that the accusation or informa tion sent up by t he police is well
founded, (2) there are good and sufficient reasons for remanding the accused to police custody instead of detaining in judicial custody. The

Magistrate shall examine the copies of diaries submitted under Section
167 in order to form an opinion to the necessity or otherwise of the remand applied for by the po lice, and ascertain what previous order have
been made in the case.",118
DOC01_CH036,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,36,"4.5 Production of accused at the time of remand – The accused
person must always be produced physi cally before the M agistrate when a
remand is asked for. Provided where the accused/ suspect is hospitalized and his
condition is serious, the Police Offi cer applying for remand should submit
along with application and nece ssary police file, such medical certificate
issued by the Medical Officer of that hos pital to that effect. The accused in
such a case be remanded to Police or Judicial custody as if he is
produced before the Magistrate.
It is desirable that in such an event the remand may be obtained
from nearest Magistrate, if the Magist rate having jurisdiction cannot be
reached without intricacy.",121
DOC01_CH037,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,37,"4.6 Guiding principles for the grant of remand to Police – The
Magistrate shall follow the following pr inciples in the matter of granting
remands, and it shall be applied properly.
(a) Under no circumstances an accused person be remanded to
police custody unless it is made clear that his presence is actually
needed in order to serve some important and specific purpose connected with the completion of inve stigation. A general statement
by the Officer applying for the remand that the accused may be able to give further informati on, should not be accepted
(b) When an accused person is re manded to police custody, the
period of the remand should be as short as possible.
(c) In all ordinary cases in which ti me is required by the police to
complete the investigation, the accused person should be detained
in judicial custody. (d) When the object of remand is me rely the verification of the
accused statement, he should be remanded to judicial custody.
(e) An accused who has been produced for the purpose of
making a confession and, has declined to do so, or made a
statement which is unsatisfactory from the point of view of the

prosecution, should in no circ umstances be remanded to police
custody.",211
DOC01_CH038,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,38,"4.7 Magistrate to record reasons – The Magistrate shall record the
reasons when the accused person is remanded to police custody, and copy of the order with reasoning shall be forwarded to the Sessions Judge
concerned.",36
DOC01_CH039,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,39,"4.8 Procedure in case the investig ation is not complete within
statutory period – When the limit of 15 days has elapsed, and there is
still need of further investigation by the police, the Magistrate shall follow
the procedure as laid dow n in section 344 of the Code by bringing the
case on file and the accused be detained, if necessary, in judicial custody.
The case may be postponed or adjourned from time to time for a period of
not more than 15 days each and as each adjournment expired, the
accused must be produced before t he Magistrate and the order of
adjournment must give reason for making the order.",112
DOC01_CH040,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,40,"4.9 If arrested person is female – The Magistrate shall not, except
in cases involving qatal or dacoity supported by reasons to be recorded in
writing, authorise the detent ion of a female accus ed in police custody and
the Investigating Officer shall interrogat e female accused in presence of
an officer of jail and a female Police Officer. Provided that if for a purpose of investigation, it is necessary
that the female accused be taken out of the prison, the Police Officer
investigating the case s hall apply to the Magistra te in that behalf and the
Magistrate may, for reasons be recor ded in writing, permit taking of female
accused out of the prison in acco mpany of a female Police Officer
appointed by the Magistrate provided further that such accused shall not
be kept out of prison in custody of po lice between the sunset and sunrise.",150
DOC01_CH042,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,42,"5.1 Recording of statement of witness by Magistrate – The
Magistrate may record any statement of a witness made to him in the
course of an investigat ion at any time, but before the commencement of
the inquiry or trial.",40
DOC01_CH043,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,43,"5.2 Right of accused to cross-examine the witness – The statement
may be recorded by such Magistrate after due notice and in presence of the accused. The accused shall be gi ven an opportunity to cross-examine
the witness making the statement.
Provided the Magistrate shall enqui re from the accused involved in
offences liable to sentence of death, if he will engage a legal
representative on his own expenses ot herwise a qualified legal practitioner
shall be engaged on Gove rnment expenses for the purpose of cross
examination.",88
DOC01_CH044,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,44,"5.3 Confession of an accused, recording thereof – The Magistrate
may record the confession of an accused produced before him for recording of such confession on the prescribed Form No.1 Appendix ‘A’.",32
DOC01_CH045,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,45,"5.4 The mode and manner of recording of confession – The
confession shall be reco rded in the manners prescribed for recording of
evidence as is in the opinion of the Magistrate best fitted for the
circumstances of the case. The c onfession so recorded and be signed in
the manner provided in Se ction 364 of the Code and confession shall be
forwarded to the Court who has tak en the cognizance in the matter.",76
DOC01_CH046,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,46,"5.5 Magistrate duty to satisfy hims elf that confession is voluntarily
–Before recording the confession the M agistrate shall satisfy himself that
the confession is voluntary by taking the following steps:-

(i) The Magistrate shall remove the accused from the custody
of the police and place him in the custody of his orderly or his own
police orderlies;
(ii) The Magistrate shall disclose his identity to the accused and
he be informed that he has been br ought before him for recording
of the confession;
(iii) The Magistrate shall explain to the accused that he is not
bound to make a confession and that, if he does so, it will be taken
down in writing and may thereafte r be used as evidence against
him;
(iv) The Magistrate shall inform the accused that in any case he
would not be given to Police custody , but to the judicial custody;
(v) The Magistrate shall fully satisfy himself that no inducement,
threat or promise is given to th e accused person, the Magistrate
shall ascertain from the accused whether he has any complaint to
make of ill-treatment against the po lice or other responsible for his
arrest or custody.
(vi) The Magistrate must, by putting question, try to ascertain
whether the accused has agreed to make the confession because
he is under the impression that he would gain any advantage and
whether such impression has been caused by an inducement, threat or promise. The Magistra te is also bound to question the
accused person, and unless upon such questioning he has reason to believe that confession is voluntary, he cannot make a memorandum at the foot of the record to the effect:- “I believe that
this confession was voluntarily made.”
(vii) The Magistrate shall observe the spirit not to observe
formalities only given in the print ed form for that purpose. He shall
not be a hurry in recording the co nfession but he should put forward
every endeavour to satisfy by fully questioning the accused as to
whether he is making the confession voluntarily and with this object
in view he should put as many as possible and those questions will
be of the following type:-
(a) Why do you want to make a confession?
(b) Have you any complaint to make ill-treatment against
the police or other respons ible for your arrest and
custody?

(c) Has anybody impressed up on you that by making a
confession you would be set free or you would be given lesser punishment?

(d) Has the police or any pers on in authority offered you
any inducement for making this confession?",437
DOC01_CH047,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,47,"5.5 Magistrate duty to satisfy hims elf that confession is voluntarily

(e) Has the police or any pers on in authority given you
any threat in consequence of which you intend to make this confession.

(f) Has the police or any pers on in authority given you
any promise as a result of which you want to make the confession.

(g) I had given you time for reflection and do you feel that
now you have fully reflected and now you are prepared to confession not because somebody has asked you to do so, but because you have chosen to do so voluntarily and of your own free-will?

(h) Do you realize that in law you are not bound to make
a confession and that if you do so, I shall take it down and the same will be used as evidence against you?

(i) Do you know that I am Magistrate to whom you can
explain your difficulties and grievances freely before you finally make-up your mi nd to give the confession?

(j) Do you realise that I am not to force you for
confession but I am here to find out whether you want
to make a confession of your own free will and
voluntarily?
(viii) The Magistrate thereafter sha ll allow the accused time for
reflection, during which the police who brought him and the
investigating police s hall not be allowed to have access to him,
such time should be at least two hours.
(ix) After fully satisfying himself t hat the accused wants to make
a confession voluntarily without any inducement, threat or promise,
the Magistrate should proceed to record the confession. Such
statement should be recorded in t he language of the accused and if
that is not practicable, then in the language of t he Court and such
record shall be read out to the accused. Every question put to the accused and every answer given by him shall be recorded in full. In
order to obtain clarification, the Magistrate may put him relevant
questions but such questions shall not be in the nature of cross-
examination. When the re cord is complete, it shall be signed by the
accused and the Magistrate who shall certify under his own hand
that the examination was taken in his presence and hearing and
that record contains a full and tr ue account of the statement made

by the accused and at the foot of such statement, the Magistrate
shall make a memorandum to the following effect :-

“I have explained to (nam e of the accused ……………
………………..) that he is not bound to make a confession
and that, if he does so, any confession he may make be used as evidence against him and I believe that this confession was voluntarily made. It was taken in my presence and hearing and was r ead over to the person
making it and admitted by him to be correct, and it contains a
full and true account of the statement made by him.”

Seal with Date
Magistrate",511
DOC01_CH049,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,49,"6.1. Precautions by Police – The following precautions should be
shown to have been taken by the Police and should be recorded in official
records like the general diary of the police station and the Jail Register
and the same should be produced at the time of submitting application to
Magistrate for conducing i dentification test parade.
a) Concealing identity of the a ccused while he is being removed
from one place to the other.
b) Ensure that the accused shou ld not be seen by the witnesses
before the identificat ion test parade.

c) The Police Officer who arrests the accused should get his face
covered and take him to the po lice station in that state.

d) In the police station the lock-up in which such an accused is
kept should be covered with a curtain so that no one is able to see his face.

e) When he is taken to Court or to jail his face should be kept
covered.

f) In jail also no outsider should be allowed to see his face.",177
DOC01_CH050,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,50,"6.2. List of dummies – The Magistrate conduc ting the identification
parade of an accused shall prepare a list of all dummies including the
accused who form part of the parade. Such list should contain the
parentage addresses and occupation of each member of the parade. The
ratio of such dummies shall be 8 to 10 for one accused.",59
DOC01_CH051,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,51,"6.3. Proceedings by Magistrate – (i) When a witness identifies a
member of the parade, the Magistrate shall note in what connection he
identified. A note should also be made if the witness identifies a person
wrongly; in such a case it is incorrect to note t hat the witness identified
nobody. All persons i dentified must be me ntioned whether the
identification is right or wrong. If a witness, on being called for the
purpose, states that he cannot make any identification, a note should be
recorded to this effect. If the accused make any complaint or statement it
shall be recorded by the Magistrate, and if the Magistrate is able to decide

beyond doubt that the complaint is fals e or futile, a note to this effect
should be made, but in other cases it is advisable to leave any decision as
to value to be attached to the objec tion to the Court trying the case.
(ii) The Magistrate shall also re cord any statement made by witness
before making any identification.",175
DOC01_CH052,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,52,"6.4. Precautions by Magistrate – The Magistrate conducting the
identification last parade shall ta ke the following precautions:-
(i) That the witness do not see the person to be identified by them
before the identificatio n proceedings commence;

(ii) That no communication which woul d facilitate identification is
made any witness who is awaiting his turn to identify;

(iii) That after making identif ication the witnesses do not
communicate with other witnesses who have yet to do so;
(iv) When the person to be identified is handcu ffed or is wearing
fetters; and if so, whether or not other persons taking part in the
parade are handcuffed or are wearing fetters, and also whether or not they are in mates of the jail.

(v) That at least two independent persons be associated in the
identification proceedings.",136
DOC01_CH053,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,53,"6.5. Memorandum – At the end the Magi strate shall append a
certificate in the Form No.2 of Appendix ‘A’.",20
DOC01_CH054,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,54,"6.6. Identification list of articles – The Magistrate holding the
identification of articles recovered fr om the accused shall also be put for
the identification by the cl aimant with similar articles and shall to follow the
same procedure as in the case of identification of an accused and
proceeding shall be recorded by Magistrate in Form No.3 of Appendix ‘A’.",61
DOC01_CH055,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,55,"6.7. Identification test claimed by accused – When the identification
test is claimed by the accused, in ca se where the identif ication of accused
is disputed and is a matte r of importance, the req uest of an accused for
identification test shall not be refused. Such a reques t shall not be rejected

merely it is regarded as a measure to create delay or on the ground that
some considerable time has elapsed since the witness last saw the accused and the accused may have change his appearance in the meantime.",93
